,destination,Origin,applied,accepted,Rejected,decisions,Year,Month,Value,deaths
2626,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,March,12.0,38
2627,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,April,16.0,38
2628,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,May,17.0,38
2629,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,June,16.0,38
2630,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,July,21.0,38
2631,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,August,16.0,38
2632,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,September,9.0,38
2633,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,October,6.0,38
2634,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,November,4.0,38
2635,UK,Myanmar,142.0,34.0,106.0,163.0,2003.0,December,6.0,38
2636,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,January,15.0,38
2637,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,February,14.0,38
2638,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,March,10.0,38
2639,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,April,13.0,38
2640,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,May,18.0,38
2641,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,June,2.0,38
2642,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,July,3.0,38
2643,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,August,10.0,38
2644,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,October,5.0,38
2645,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,November,1.0,38
2646,Germany,Myanmar,103.0,18.0,61.0,89.0,2003.0,December,1.0,38
2647,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,January,33.0,38
2648,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,February,19.0,38
2649,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,March,34.0,38
2650,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,April,34.0,38
2651,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,May,49.0,38
2652,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,June,26.0,38
2653,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,July,33.0,38
2654,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,August,30.0,38
2655,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,September,30.0,38
2656,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,October,33.0,38
2657,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,November,13.0,38
2658,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,December,20.0,38
2659,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,January,8.0,38
2660,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,February,4.0,38
2661,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,March,4.0,38
2662,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,April,5.0,38
2663,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,May,11.0,38
2664,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,June,6.0,38
2665,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,July,6.0,38
2666,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,August,6.0,38
2667,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,September,9.0,38
2668,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,October,9.0,38
2669,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,November,7.0,38
2670,USA,Myanmar,664.0,302.0,236.0,717.0,2003.0,December,3.0,38
2671,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,January,2.0,27
2672,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,February,5.0,27
2673,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,April,5.0,27
2674,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,June,3.0,27
2675,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,July,2.0,27
2676,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,August,4.0,27
2677,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,September,6.0,27
2678,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,October,3.0,27
2679,Canada,Myanmar,31.0,22.0,1.0,26.0,2004.0,November,1.0,27
2680,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,January,5.0,27
2681,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,February,1.0,27
2682,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,March,3.0,27
2683,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,April,4.0,27
2684,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,May,3.0,27
2685,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,June,4.0,27
2686,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,July,1.0,27
2687,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,September,1.0,27
2688,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,October,1.0,27
2689,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,November,2.0,27
2690,France,Myanmar,29.0,9.0,30.0,39.0,2004.0,December,3.0,27
2691,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,January,3.0,27
2692,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,February,4.0,27
2693,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,March,5.0,27
2694,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,April,5.0,27
2695,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,May,4.0,27
2696,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,June,10.0,27
2697,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,July,7.0,27
2698,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,August,4.0,27
2699,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,September,3.0,27
2700,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,October,5.0,27
2701,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,November,7.0,27
2702,UK,Myanmar,66.0,18.0,82.0,108.0,2004.0,December,9.0,27
2703,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,January,3.0,27
2704,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,February,3.0,27
2705,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,March,15.0,27
2706,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,April,5.0,27
2707,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,May,1.0,27
2708,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,June,9.0,27
2709,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,July,5.0,27
2710,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,August,5.0,27
2711,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,September,1.0,27
2712,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,October,3.0,27
2713,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,November,1.0,27
2714,Germany,Myanmar,56.0,11.0,66.0,92.0,2004.0,December,1.0,27
2715,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,January,25.0,27
2716,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,February,22.0,27
2717,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,March,23.0,27
2718,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,April,14.0,27
2719,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,May,14.0,27
2720,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,August,27.0,27
2721,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,September,26.0,27
2722,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,October,15.0,27
2723,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,November,18.0,27
2724,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,December,17.0,27
2725,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,January,11.0,27
2726,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,February,6.0,27
2727,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,March,6.0,27
2728,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,April,9.0,27
2729,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,May,8.0,27
2730,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,June,20.0,27
2731,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,July,9.0,27
2732,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,August,9.0,27
2733,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,September,5.0,27
2734,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,October,22.0,27
2735,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,November,13.0,27
2736,USA,Myanmar,366.0,294.0,186.0,610.0,2004.0,December,6.0,27
2737,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,January,1.0,142
2738,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,February,7.0,142
2739,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,March,1.0,142
2740,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,April,4.0,142
2741,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,May,3.0,142
2742,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,July,2.0,142
2743,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,August,1.0,142
2744,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,September,4.0,142
2745,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,October,3.0,142
2746,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,November,2.0,142
2747,Canada,Myanmar,32.0,38.0,2.0,41.0,2005.0,December,3.0,142
2748,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,January,2.0,142
2749,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,February,2.0,142
2750,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,March,3.0,142
2751,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,May,1.0,142
2752,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,June,2.0,142
2753,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,August,1.0,142
2754,France,Myanmar,18.0,13.0,17.0,30.0,2005.0,November,1.0,142
2755,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,January,8.0,142
2756,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,February,3.0,142
2757,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,March,5.0,142
2758,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,April,7.0,142
2759,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,May,5.0,142
2760,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,June,1.0,142
2761,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,July,7.0,142
2762,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,August,9.0,142
2763,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,September,2.0,142
2764,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,October,10.0,142
2765,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,November,6.0,142
2766,UK,Myanmar,73.0,24.0,38.0,69.0,2005.0,December,10.0,142
2767,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,March,1.0,142
2768,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,April,1.0,142
2769,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,June,5.0,142
2770,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,July,2.0,142
2771,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,August,1.0,142
2772,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,September,3.0,142
2773,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,October,19.0,142
2774,Germany,Myanmar,54.0,12.0,18.0,38.0,2005.0,November,8.0,142
2775,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,January,12.0,142
2776,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,February,9.0,142
2777,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,March,15.0,142
2778,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,April,5.0,142
2779,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,May,12.0,142
2780,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,June,19.0,142
2781,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,July,16.0,142
2782,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,August,17.0,142
2783,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,September,11.0,142
2784,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,October,11.0,142
2785,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,November,20.0,142
2786,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,December,12.0,142
2787,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,January,7.0,142
2788,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,February,10.0,142
2789,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,March,5.0,142
2790,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,April,5.0,142
2791,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,May,10.0,142
2792,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,June,6.0,142
2793,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,July,3.0,142
2794,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,August,7.0,142
2795,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,September,3.0,142
2796,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,October,21.0,142
2797,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,November,9.0,142
2798,USA,Myanmar,264.0,246.0,138.0,481.0,2005.0,December,7.0,142
2799,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,January,3.0,244
2800,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,February,3.0,244
2801,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,April,2.0,244
2802,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,May,7.0,244
2803,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,June,3.0,244
2804,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,July,2.0,244
2805,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,September,2.0,244
2806,Canada,Myanmar,23.0,26.0,3.0,29.0,2006.0,November,1.0,244
2807,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,January,1.0,244
2808,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,February,4.0,244
2809,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,March,3.0,244
2810,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,April,1.0,244
2811,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,May,3.0,244
2812,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,June,2.0,244
2813,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,July,2.0,244
2814,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,September,6.0,244
2815,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,October,2.0,244
2816,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,November,1.0,244
2817,France,Myanmar,36.0,11.0,25.0,36.0,2006.0,December,2.0,244
2818,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,January,12.0,244
2819,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,February,2.0,244
2820,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,March,10.0,244
2821,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,April,3.0,244
2822,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,May,10.0,244
2823,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,June,10.0,244
2824,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,July,6.0,244
2825,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,August,8.0,244
2826,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,September,9.0,244
2827,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,October,4.0,244
2828,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,November,5.0,244
2829,UK,Myanmar,88.0,29.0,43.0,79.0,2006.0,December,7.0,244
2830,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,January,7.0,244
2831,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,February,4.0,244
2832,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,March,4.0,244
2833,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,April,12.0,244
2834,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,May,20.0,244
2835,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,June,10.0,244
2836,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,July,6.0,244
2837,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,August,23.0,244
2838,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,September,10.0,244
2839,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,October,8.0,244
2840,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,November,1.0,244
2841,Germany,Myanmar,135.0,136.0,2.0,145.0,2006.0,December,21.0,244
2842,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,January,14.0,244
2843,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,February,18.0,244
2844,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,March,17.0,244
2845,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,April,12.0,244
2846,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,May,15.0,244
2847,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,June,14.0,244
2848,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,July,13.0,244
2849,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,August,13.0,244
2850,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,September,10.0,244
2851,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,October,13.0,244
2852,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,November,17.0,244
2853,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,December,17.0,244
2854,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,January,8.0,244
2855,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,February,5.0,244
2856,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,March,8.0,244
2857,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,April,6.0,244
2858,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,May,13.0,244
2859,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,June,12.0,244
2860,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,July,5.0,244
2861,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,August,11.0,244
2862,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,September,10.0,244
2863,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,October,15.0,244
2864,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,November,14.0,244
2865,USA,Myanmar,291.0,247.0,102.0,456.0,2006.0,December,9.0,244
2866,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,January,9.0,348
2867,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,February,1.0,348
2868,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,March,1.0,348
2869,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,April,2.0,348
2870,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,May,1.0,348
2871,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,October,4.0,348
2872,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,November,2.0,348
2873,Canada,Myanmar,21.0,13.0,4.0,17.0,2007.0,December,1.0,348
2874,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,January,1.0,348
2875,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,February,1.0,348
2876,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,March,1.0,348
2877,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,April,1.0,348
2878,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,May,1.0,348
2879,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,July,3.0,348
2880,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,August,1.0,348
2881,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,September,4.0,348
2882,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,October,7.0,348
2883,France,Myanmar,27.0,10.0,22.0,32.0,2007.0,December,1.0,348
2884,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,January,12.0,348
2885,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,February,9.0,348
2886,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,March,20.0,348
2887,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,April,19.0,348
2888,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,May,24.0,348
2889,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,June,24.0,348
2890,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,July,18.0,348
2891,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,August,24.0,348
2892,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,September,25.0,348
2893,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,October,21.0,348
2894,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,November,16.0,348
2895,UK,Myanmar,226.0,111.0,62.0,200.0,2007.0,December,14.0,348
2896,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,January,15.0,348
2897,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,February,21.0,348
2898,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,March,3.0,348
2899,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,April,4.0,348
2900,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,May,13.0,348
2901,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,June,19.0,348
2902,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,July,11.0,348
2903,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,August,13.0,348
2904,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,September,6.0,348
2905,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,October,13.0,348
2906,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,November,9.0,348
2907,Germany,Myanmar,132.0,99.0,34.0,137.0,2007.0,December,1.0,348
2908,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,January,14.0,348
2909,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,February,24.0,348
2910,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,March,15.0,348
2911,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,April,12.0,348
2912,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,May,12.0,348
2913,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,June,22.0,348
2914,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,July,13.0,348
2915,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,August,18.0,348
2916,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,September,19.0,348
2917,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,October,14.0,348
2918,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,November,18.0,348
2919,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,December,31.0,348
2920,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,January,10.0,348
2921,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,February,8.0,348
2922,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,March,6.0,348
2923,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,April,5.0,348
2924,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,May,7.0,348
2925,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,June,5.0,348
2926,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,July,3.0,348
2927,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,August,1.0,348
2928,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,September,7.0,348
2929,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,October,13.0,348
2930,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,November,13.0,348
2931,USA,Myanmar,287.0,159.0,89.0,305.0,2007.0,December,7.0,348
2932,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,January,1.0,64
2933,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,February,1.0,64
2934,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,March,2.0,64
2935,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,April,1.0,64
2936,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,May,1.0,64
2937,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,June,2.0,64
2938,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,August,2.0,64
2939,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,October,2.0,64
2940,Canada,Myanmar,12.0,7.0,1.0,8.0,2008.0,November,2.0,64
2941,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,January,1.0,64
2942,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,February,1.0,64
2943,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,April,2.0,64
2944,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,May,5.0,64
2945,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,June,2.0,64
2946,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,October,2.0,64
2947,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,November,3.0,64
2948,France,Myanmar,27.0,20.0,22.0,42.0,2008.0,December,4.0,64
2949,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,January,19.0,64
2950,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,February,17.0,64
2951,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,March,17.0,64
2952,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,April,19.0,64
2953,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,May,24.0,64
2954,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,June,33.0,64
2955,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,July,12.0,64
2956,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,August,15.0,64
2957,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,September,17.0,64
2958,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,October,9.0,64
2959,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,November,8.0,64
2960,UK,Myanmar,209.0,119.0,57.0,203.0,2008.0,December,19.0,64
2961,Germany,Myanmar,85.0,72.0,3.0,75.0,2008.0,January,13.0,64
2962,Germany,Myanmar,85.0,72.0,3.0,75.0,2008.0,February,13.0,64
2963,Germany,Myanmar,85.0,72.0,3.0,75.0,2008.0,March,9.0,64
2964,Germany,Myanmar,85.0,72.0,3.0,75.0,2008.0,April,6.0,64
