Country / territory of asylum/residence,Origin,Year,Month,Value
Canada,Sudan,2009,June,6
Canada,Sudan,2009,July,3
Canada,Sudan,2009,August,3
Canada,Sudan,2009,September,3
Canada,Sudan,2009,November,2
Canada,Sudan,2010,January,8
Canada,Sudan,2010,February,1
Canada,Sudan,2010,March,1
Canada,Sudan,2010,April,3
Canada,Sudan,2010,May,2
Canada,Sudan,2010,June,4
Canada,Sudan,2010,August,7
Canada,Sudan,2010,September,7
Canada,Sudan,2010,October,3
Canada,Sudan,2010,November,11
Canada,Sudan,2010,December,2
Canada,Sudan,2011,January,1
Canada,Sudan,2011,February,4
Canada,Sudan,2011,March,4
Canada,Sudan,2011,April,1
Canada,Sudan,2011,May,8
Canada,Sudan,2011,June,6
Canada,Sudan,2011,July,11
Canada,Sudan,2011,August,8
Canada,Sudan,2011,September,7
Canada,Sudan,2011,October,10
Canada,Sudan,2011,November,3
Canada,Sudan,2011,December,6
Canada,Sudan,2012,January,6
Canada,Sudan,2012,February,5
Canada,Sudan,2012,March,3
Canada,Sudan,2012,April,4
Canada,Sudan,2012,May,5
Canada,Sudan,2012,June,3
Canada,Sudan,2012,July,7
Canada,Sudan,2012,August,20
Canada,Sudan,2012,September,22
Canada,Sudan,2012,October,7
Canada,Sudan,2012,November,8
Canada,Sudan,2012,December,8
Canada,Sudan,2013,February,1
Canada,Sudan,2013,March,1
Canada,Sudan,2013,April,3
Canada,Sudan,2013,May,3
Canada,Sudan,2013,June,1
Canada,Sudan,2013,July,9
Canada,Sudan,2013,August,7
Canada,Sudan,2013,September,9
Canada,Sudan,2013,October,6
Canada,Sudan,2013,November,3
Canada,Sudan,2013,December,9
Canada,Sudan,2014,January,16
Canada,Sudan,2014,February,1
Canada,Sudan,2014,March,3
Canada,Sudan,2014,April,6
Canada,Sudan,2014,May,6
Canada,Sudan,2014,June,6
Canada,Sudan,2014,July,7
Canada,Sudan,2014,August,5
Canada,Sudan,2014,September,7
Canada,Sudan,2014,October,6
Canada,Sudan,2014,November,11
Canada,Sudan,2014,December,13
Canada,Sudan,2015,January,3
Canada,Sudan,2015,February,5
Canada,Sudan,2015,March,20
Canada,Sudan,2015,April,6
Canada,Sudan,2015,May,1
Canada,Sudan,2015,June,1
Canada,Sudan,2015,July,7
Canada,Sudan,2015,August,14
Canada,Sudan,2015,September,17
Canada,Sudan,2015,October,4
Canada,Sudan,2015,November,5
Canada,Sudan,2015,December,12
Canada,Sudan,2016,January,17
Canada,Sudan,2016,February,6
Canada,Sudan,2016,March,19
Canada,Sudan,2016,April,15
Canada,Sudan,2016,May,20
Canada,Sudan,2016,June,27
Canada,Sudan,2016,July,33
Canada,Sudan,2016,August,60
Canada,Sudan,2016,September,53
Canada,Sudan,2016,October,34
Canada,Sudan,2016,November,47
Canada,Sudan,2016,December,73
Canada,Sudan,2017,January,61
Canada,Sudan,2017,February,103
Canada,Sudan,2017,March,103
Canada,Sudan,2017,April,71
Canada,Sudan,2017,May,49
Canada,Sudan,2017,June,38
Canada,Sudan,2017,July,61
Canada,Sudan,2017,August,65
Canada,Sudan,2017,September,50
Canada,Sudan,2017,October,49
Canada,Sudan,2017,November,30
Canada,Sudan,2017,December,30
Canada,Sudan,2018,January,44
Canada,Sudan,2018,February,33
Canada,Sudan,2018,March,21
Canada,Sudan,2018,April,31
Canada,Syrian Arab Rep.,1999,January,2
Canada,Syrian Arab Rep.,1999,February,3
Canada,Syrian Arab Rep.,1999,March,6
Canada,Syrian Arab Rep.,1999,April,11
Canada,Syrian Arab Rep.,1999,May,7
Canada,Syrian Arab Rep.,1999,June,6
Canada,Syrian Arab Rep.,1999,July,18
Canada,Syrian Arab Rep.,1999,August,5
Canada,Syrian Arab Rep.,1999,September,15
Canada,Syrian Arab Rep.,1999,October,11
Canada,Syrian Arab Rep.,1999,November,6
Canada,Syrian Arab Rep.,1999,December,5
Canada,Syrian Arab Rep.,2000,February,6
Canada,Syrian Arab Rep.,2000,March,6
Canada,Syrian Arab Rep.,2000,April,3
Canada,Syrian Arab Rep.,2000,May,5
Canada,Syrian Arab Rep.,2000,June,5
Canada,Syrian Arab Rep.,2000,July,10
Canada,Syrian Arab Rep.,2000,August,13
Canada,Syrian Arab Rep.,2000,September,6
Canada,Syrian Arab Rep.,2000,October,4
Canada,Syrian Arab Rep.,2000,November,8
Canada,Syrian Arab Rep.,2000,December,6
Canada,Syrian Arab Rep.,2001,January,20
Canada,Syrian Arab Rep.,2001,February,6
Canada,Syrian Arab Rep.,2001,March,4
Canada,Syrian Arab Rep.,2001,April,19
Canada,Syrian Arab Rep.,2001,May,11
Canada,Syrian Arab Rep.,2001,June,5
Canada,Syrian Arab Rep.,2001,July,11
Canada,Syrian Arab Rep.,2001,August,13
Canada,Syrian Arab Rep.,2001,September,10
Canada,Syrian Arab Rep.,2001,October,13
Canada,Syrian Arab Rep.,2001,November,6
Canada,Syrian Arab Rep.,2001,December,1
Canada,Syrian Arab Rep.,2002,January,4
Canada,Syrian Arab Rep.,2002,February,4
Canada,Syrian Arab Rep.,2002,March,2
Canada,Syrian Arab Rep.,2002,April,8
Canada,Syrian Arab Rep.,2002,May,5
Canada,Syrian Arab Rep.,2002,June,8
Canada,Syrian Arab Rep.,2002,July,11
Canada,Syrian Arab Rep.,2002,August,3
Canada,Syrian Arab Rep.,2002,September,4
Canada,Syrian Arab Rep.,2002,October,14
Canada,Syrian Arab Rep.,2002,November,13
Canada,Syrian Arab Rep.,2002,December,10
Canada,Syrian Arab Rep.,2003,January,20
Canada,Syrian Arab Rep.,2003,February,11
Canada,Syrian Arab Rep.,2003,March,10
Canada,Syrian Arab Rep.,2003,April,12
Canada,Syrian Arab Rep.,2003,May,17
Canada,Syrian Arab Rep.,2003,June,6
Canada,Syrian Arab Rep.,2003,July,8
Canada,Syrian Arab Rep.,2003,August,3
Canada,Syrian Arab Rep.,2003,September,7
Canada,Syrian Arab Rep.,2003,October,4
Canada,Syrian Arab Rep.,2003,November,10
Canada,Syrian Arab Rep.,2003,December,6
Canada,Syrian Arab Rep.,2004,January,16
Canada,Syrian Arab Rep.,2004,February,7
Canada,Syrian Arab Rep.,2004,March,7
Canada,Syrian Arab Rep.,2004,April,2
Canada,Syrian Arab Rep.,2004,May,5
Canada,Syrian Arab Rep.,2004,June,1
Canada,Syrian Arab Rep.,2004,July,1
Canada,Syrian Arab Rep.,2004,August,6
Canada,Syrian Arab Rep.,2004,September,4
Canada,Syrian Arab Rep.,2004,October,5
Canada,Syrian Arab Rep.,2004,November,12
Canada,Syrian Arab Rep.,2004,December,8
Canada,Syrian Arab Rep.,2005,January,4
Canada,Syrian Arab Rep.,2005,February,3
Canada,Syrian Arab Rep.,2005,March,6
Canada,Syrian Arab Rep.,2005,April,12
Canada,Syrian Arab Rep.,2005,May,5
Canada,Syrian Arab Rep.,2005,June,6
Canada,Syrian Arab Rep.,2005,July,5
Canada,Syrian Arab Rep.,2005,August,4
Canada,Syrian Arab Rep.,2005,September,5
Canada,Syrian Arab Rep.,2005,October,3
Canada,Syrian Arab Rep.,2005,November,8
Canada,Syrian Arab Rep.,2005,December,6
Canada,Syrian Arab Rep.,2006,January,6
Canada,Syrian Arab Rep.,2006,February,3
Canada,Syrian Arab Rep.,2006,March,4
Canada,Syrian Arab Rep.,2006,April,1
Canada,Syrian Arab Rep.,2006,May,1
Canada,Syrian Arab Rep.,2006,June,2
Canada,Syrian Arab Rep.,2006,July,4
Canada,Syrian Arab Rep.,2006,August,3
Canada,Syrian Arab Rep.,2006,September,7
Canada,Syrian Arab Rep.,2006,October,4
Canada,Syrian Arab Rep.,2006,November,7
Canada,Syrian Arab Rep.,2006,December,3
Canada,Syrian Arab Rep.,2007,January,9
Canada,Syrian Arab Rep.,2007,February,6
Canada,Syrian Arab Rep.,2007,March,4
Canada,Syrian Arab Rep.,2007,April,4
Canada,Syrian Arab Rep.,2007,May,3
Canada,Syrian Arab Rep.,2007,June,4
Canada,Syrian Arab Rep.,2007,July,4
Canada,Syrian Arab Rep.,2007,August,7
Canada,Syrian Arab Rep.,2007,September,8
Canada,Syrian Arab Rep.,2007,October,3
Canada,Syrian Arab Rep.,2007,November,6
Canada,Syrian Arab Rep.,2007,December,10
Canada,Syrian Arab Rep.,2008,January,7
Canada,Syrian Arab Rep.,2008,February,5
Canada,Syrian Arab Rep.,2008,March,8
Canada,Syrian Arab Rep.,2008,April,2
Canada,Syrian Arab Rep.,2008,May,4
Canada,Syrian Arab Rep.,2008,June,4
Canada,Syrian Arab Rep.,2008,July,6
Canada,Syrian Arab Rep.,2008,August,2
Canada,Syrian Arab Rep.,2008,September,6
Canada,Syrian Arab Rep.,2008,October,7
Canada,Syrian Arab Rep.,2008,November,6
Canada,Syrian Arab Rep.,2008,December,19
Canada,Syrian Arab Rep.,2009,January,5
Canada,Syrian Arab Rep.,2009,February,3
Canada,Syrian Arab Rep.,2009,March,2
Canada,Syrian Arab Rep.,2009,April,10
Canada,Syrian Arab Rep.,2009,May,4
Canada,Syrian Arab Rep.,2009,June,13
Canada,Syrian Arab Rep.,2009,July,8
Canada,Syrian Arab Rep.,2009,August,6
Canada,Syrian Arab Rep.,2009,September,13
Canada,Syrian Arab Rep.,2009,October,6
Canada,Syrian Arab Rep.,2009,November,10
Canada,Syrian Arab Rep.,2009,December,9
Canada,Syrian Arab Rep.,2010,January,11
Canada,Syrian Arab Rep.,2010,February,1
Canada,Syrian Arab Rep.,2010,March,13
Canada,Syrian Arab Rep.,2010,April,9
Canada,Syrian Arab Rep.,2010,May,11
Canada,Syrian Arab Rep.,2010,June,15
Canada,Syrian Arab Rep.,2010,July,6
Canada,Syrian Arab Rep.,2010,August,7
Canada,Syrian Arab Rep.,2010,September,22
Canada,Syrian Arab Rep.,2010,October,9
Canada,Syrian Arab Rep.,2010,November,9
Canada,Syrian Arab Rep.,2010,December,13
Canada,Syrian Arab Rep.,2011,January,12
Canada,Syrian Arab Rep.,2011,February,10
Canada,Syrian Arab Rep.,2011,March,13
Canada,Syrian Arab Rep.,2011,April,7
Canada,Syrian Arab Rep.,2011,May,17
Canada,Syrian Arab Rep.,2011,June,11
Canada,Syrian Arab Rep.,2011,July,10
Canada,Syrian Arab Rep.,2011,August,12
Canada,Syrian Arab Rep.,2011,September,17
Canada,Syrian Arab Rep.,2011,October,24
Canada,Syrian Arab Rep.,2011,November,24
Canada,Syrian Arab Rep.,2011,December,19
Canada,Syrian Arab Rep.,2012,January,29
Canada,Syrian Arab Rep.,2012,February,25
Canada,Syrian Arab Rep.,2012,March,23
Canada,Syrian Arab Rep.,2012,April,20
Canada,Syrian Arab Rep.,2012,May,17
Canada,Syrian Arab Rep.,2012,June,19
Canada,Syrian Arab Rep.,2012,July,19
Canada,Syrian Arab Rep.,2012,August,33
Canada,Syrian Arab Rep.,2012,September,36
Canada,Syrian Arab Rep.,2012,October,42
Canada,Syrian Arab Rep.,2012,November,37
Canada,Syrian Arab Rep.,2012,December,36
Canada,Syrian Arab Rep.,2013,January,19
Canada,Syrian Arab Rep.,2013,February,11
Canada,Syrian Arab Rep.,2013,March,44
Canada,Syrian Arab Rep.,2013,April,47
Canada,Syrian Arab Rep.,2013,May,39
Canada,Syrian Arab Rep.,2013,June,31
Canada,Syrian Arab Rep.,2013,July,31
Canada,Syrian Arab Rep.,2013,August,36
Canada,Syrian Arab Rep.,2013,September,66
Canada,Syrian Arab Rep.,2013,October,55
Canada,Syrian Arab Rep.,2013,November,45
Canada,Syrian Arab Rep.,2013,December,69
Canada,Syrian Arab Rep.,2014,January,54
Canada,Syrian Arab Rep.,2014,February,36
Canada,Syrian Arab Rep.,2014,March,41
Canada,Syrian Arab Rep.,2014,April,21
Canada,Syrian Arab Rep.,2014,May,46
Canada,Syrian Arab Rep.,2014,June,49
Canada,Syrian Arab Rep.,2014,July,69
Canada,Syrian Arab Rep.,2014,August,25
Canada,Syrian Arab Rep.,2014,September,58
Canada,Syrian Arab Rep.,2014,October,77
Canada,Syrian Arab Rep.,2014,November,45
Canada,Syrian Arab Rep.,2014,December,37
Canada,Syrian Arab Rep.,2015,January,47
Canada,Syrian Arab Rep.,2015,February,33
Canada,Syrian Arab Rep.,2015,March,20
Canada,Syrian Arab Rep.,2015,April,15
Canada,Syrian Arab Rep.,2015,May,36
Canada,Syrian Arab Rep.,2015,June,73
Canada,Syrian Arab Rep.,2015,July,56
Canada,Syrian Arab Rep.,2015,August,56
Canada,Syrian Arab Rep.,2015,September,65
Canada,Syrian Arab Rep.,2015,October,70
Canada,Syrian Arab Rep.,2015,November,47
Canada,Syrian Arab Rep.,2015,December,63
Canada,Syrian Arab Rep.,2016,January,96
Canada,Syrian Arab Rep.,2016,February,104
Canada,Syrian Arab Rep.,2016,March,72
Canada,Syrian Arab Rep.,2016,April,51
Canada,Syrian Arab Rep.,2016,May,53
Canada,Syrian Arab Rep.,2016,June,69
Canada,Syrian Arab Rep.,2016,July,67
Canada,Syrian Arab Rep.,2016,August,97
Canada,Syrian Arab Rep.,2016,September,109
Canada,Syrian Arab Rep.,2016,October,79
Canada,Syrian Arab Rep.,2016,November,77
Canada,Syrian Arab Rep.,2016,December,84
Canada,Syrian Arab Rep.,2017,January,68
Canada,Syrian Arab Rep.,2017,February,140
Canada,Syrian Arab Rep.,2017,March,110
Canada,Syrian Arab Rep.,2017,April,76
Canada,Syrian Arab Rep.,2017,May,61
Canada,Syrian Arab Rep.,2017,June,99
Canada,Syrian Arab Rep.,2017,July,129
Canada,Syrian Arab Rep.,2017,August,202
Canada,Syrian Arab Rep.,2017,September,239
Canada,Syrian Arab Rep.,2017,October,187
Canada,Syrian Arab Rep.,2017,November,78
Canada,Syrian Arab Rep.,2017,December,49
Canada,Syrian Arab Rep.,2018,January,61
Canada,Syrian Arab Rep.,2018,February,53
Canada,Syrian Arab Rep.,2018,March,49
Canada,Syrian Arab Rep.,2018,April,45
France,Afghanistan,1999,January,15
France,Afghanistan,1999,February,14
France,Afghanistan,1999,March,15
France,Afghanistan,1999,April,6
France,Afghanistan,1999,May,7
France,Afghanistan,1999,June,11
France,Afghanistan,1999,July,15
France,Afghanistan,1999,August,18
France,Afghanistan,1999,September,9
France,Afghanistan,1999,October,17
France,Afghanistan,1999,November,19
France,Afghanistan,1999,December,17
France,Afghanistan,2000,January,15
France,Afghanistan,2000,February,22
France,Afghanistan,2000,March,22
France,Afghanistan,2000,April,11
France,Afghanistan,2000,May,27
France,Afghanistan,2000,June,21
France,Afghanistan,2000,July,26
France,Afghanistan,2000,August,23
France,Afghanistan,2000,September,16
France,Afghanistan,2000,October,27
France,Afghanistan,2000,November,10
France,Afghanistan,2000,December,20
France,Afghanistan,2001,January,17
France,Afghanistan,2001,February,32
France,Afghanistan,2001,March,28
France,Afghanistan,2001,April,24
France,Afghanistan,2001,May,22
France,Afghanistan,2001,June,11
France,Afghanistan,2001,July,32
France,Afghanistan,2001,August,18
France,Afghanistan,2001,September,12
France,Afghanistan,2001,October,35
France,Afghanistan,2001,November,13
France,Afghanistan,2001,December,25
France,Afghanistan,2002,January,17
France,Afghanistan,2002,February,14
France,Afghanistan,2002,March,21
France,Afghanistan,2002,April,7
France,Afghanistan,2002,May,7
France,Afghanistan,2002,June,14
France,Afghanistan,2002,July,34
France,Afghanistan,2002,August,17
France,Afghanistan,2002,September,19
France,Afghanistan,2002,October,24
France,Afghanistan,2002,November,39
France,Afghanistan,2002,December,46
France,Afghanistan,2003,January,41
France,Afghanistan,2003,February,29
France,Afghanistan,2003,March,69
France,Afghanistan,2003,April,48
France,Afghanistan,2003,May,32
France,Afghanistan,2003,June,43
France,Afghanistan,2003,July,31
France,Afghanistan,2003,August,5
France,Afghanistan,2003,September,8
France,Afghanistan,2003,October,21
France,Afghanistan,2003,November,12
France,Afghanistan,2003,December,7
France,Afghanistan,2004,January,16
France,Afghanistan,2004,February,12
France,Afghanistan,2004,March,22
France,Afghanistan,2004,April,13
France,Afghanistan,2004,May,12
France,Afghanistan,2004,June,15
France,Afghanistan,2004,July,6
France,Afghanistan,2004,August,17
France,Afghanistan,2004,September,10
France,Afghanistan,2004,October,16
France,Afghanistan,2004,November,12
France,Afghanistan,2004,December,13
France,Afghanistan,2005,January,5
France,Afghanistan,2005,February,13
France,Afghanistan,2005,March,13
France,Afghanistan,2005,April,3
France,Afghanistan,2005,May,7
France,Afghanistan,2005,June,18
France,Afghanistan,2005,July,12
France,Afghanistan,2005,August,17
France,Afghanistan,2005,September,10
France,Afghanistan,2005,October,19
France,Afghanistan,2005,November,10
France,Afghanistan,2005,December,8
France,Afghanistan,2006,January,9
France,Afghanistan,2006,February,9
France,Afghanistan,2006,March,4
France,Afghanistan,2006,April,5
France,Afghanistan,2006,May,5
France,Afghanistan,2006,June,4
France,Afghanistan,2006,July,3
France,Afghanistan,2006,August,8
France,Afghanistan,2006,September,8
France,Afghanistan,2006,October,14
France,Afghanistan,2006,November,8
France,Afghanistan,2006,December,5
France,Afghanistan,2007,January,7
France,Afghanistan,2007,February,21
France,Afghanistan,2007,March,11
France,Afghanistan,2007,April,7
France,Afghanistan,2007,May,11
France,Afghanistan,2007,June,13
France,Afghanistan,2007,July,17
France,Afghanistan,2007,August,19
France,Afghanistan,2007,September,8
France,Afghanistan,2007,October,29
France,Afghanistan,2007,November,9
France,Afghanistan,2007,December,32
France,Afghanistan,2008,January,16
France,Afghanistan,2008,February,12
France,Afghanistan,2008,March,16
France,Afghanistan,2008,April,24
France,Afghanistan,2008,May,14
France,Afghanistan,2008,June,15
France,Afghanistan,2008,July,14
France,Afghanistan,2008,August,24
France,Afghanistan,2008,September,31
France,Afghanistan,2008,October,31
France,Afghanistan,2008,November,26
France,Afghanistan,2008,December,40
France,Afghanistan,2009,January,22
France,Afghanistan,2009,February,29
France,Afghanistan,2009,March,29
France,Afghanistan,2009,April,46
France,Afghanistan,2009,May,54
France,Afghanistan,2009,June,56
France,Afghanistan,2009,July,80
France,Afghanistan,2009,August,43
France,Afghanistan,2009,September,74
France,Afghanistan,2009,October,128
France,Afghanistan,2009,November,54
France,Afghanistan,2009,December,73
France,Afghanistan,2010,January,38
France,Afghanistan,2010,February,80
France,Afghanistan,2010,March,59
France,Afghanistan,2010,April,79
France,Afghanistan,2010,May,64
France,Afghanistan,2010,June,82
France,Afghanistan,2010,July,74
France,Afghanistan,2010,August,69
France,Afghanistan,2010,September,55
France,Afghanistan,2010,October,45
France,Afghanistan,2010,November,69
France,Afghanistan,2010,December,56
France,Afghanistan,2011,January,40
France,Afghanistan,2011,February,44
France,Afghanistan,2011,March,52
France,Afghanistan,2011,April,75
France,Afghanistan,2011,May,53
France,Afghanistan,2011,June,58
France,Afghanistan,2011,July,50
France,Afghanistan,2011,August,54
France,Afghanistan,2011,September,63
France,Afghanistan,2011,October,42
France,Afghanistan,2011,November,45
France,Afghanistan,2011,December,75
France,Afghanistan,2012,January,45
France,Afghanistan,2012,February,57
France,Afghanistan,2012,March,33
France,Afghanistan,2012,April,31
France,Afghanistan,2012,May,34
France,Afghanistan,2012,June,43
France,Afghanistan,2012,July,63
France,Afghanistan,2012,August,42
France,Afghanistan,2012,September,21
France,Afghanistan,2012,October,60
France,Afghanistan,2012,November,38
France,Afghanistan,2012,December,55
France,Afghanistan,2013,January,57
France,Afghanistan,2013,February,26
France,Afghanistan,2013,March,54
France,Afghanistan,2013,April,47
France,Afghanistan,2013,May,38
France,Afghanistan,2013,June,56
France,Afghanistan,2013,July,45
France,Afghanistan,2013,August,37
France,Afghanistan,2013,September,25
France,Afghanistan,2013,October,44
France,Afghanistan,2013,November,52
France,Afghanistan,2013,December,45
France,Afghanistan,2014,January,63
France,Afghanistan,2014,February,45
France,Afghanistan,2014,March,53
France,Afghanistan,2014,April,59
France,Afghanistan,2014,May,52
France,Afghanistan,2014,June,58
France,Afghanistan,2014,July,48
France,Afghanistan,2014,August,39
France,Afghanistan,2014,September,48
France,Afghanistan,2014,October,50
France,Afghanistan,2014,November,46
France,Afghanistan,2014,December,44
France,Afghanistan,2015,January,45
France,Afghanistan,2015,February,54
France,Afghanistan,2015,March,86
France,Afghanistan,2015,April,76
France,Afghanistan,2015,May,40
France,Afghanistan,2015,June,88
France,Afghanistan,2015,July,83
France,Afghanistan,2015,August,95
France,Afghanistan,2015,September,234
France,Afghanistan,2015,October,374
France,Afghanistan,2015,November,416
France,Afghanistan,2015,December,862
France,Afghanistan,2016,January,575
France,Afghanistan,2016,February,497
France,Afghanistan,2016,March,513
France,Afghanistan,2016,April,483
France,Afghanistan,2016,May,435
France,Afghanistan,2016,June,507
France,Afghanistan,2016,July,432
France,Afghanistan,2016,August,501
France,Afghanistan,2016,September,521
France,Afghanistan,2016,October,524
France,Afghanistan,2016,November,478
France,Afghanistan,2017,January,478
France,Afghanistan,2017,February,425
France,Afghanistan,2017,March,591
France,Afghanistan,2017,April,581
France,Afghanistan,2017,May,567
France,Afghanistan,2017,June,487
France,Afghanistan,2017,July,524
France,Afghanistan,2017,August,462
France,Afghanistan,2017,September,469
France,Afghanistan,2017,October,578
France,Afghanistan,2017,November,625
France,Afghanistan,2017,December,800
France,Afghanistan,2018,January,750
France,Afghanistan,2018,February,715
France,Afghanistan,2018,March,775
France,Afghanistan,2018,April,775
