# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-14 15:28:39 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 335612084312902 09FF18
# -----------------------------------------------------------------------------------
#
# Data provided for site 335612084312902
#            TS   parameter     statistic     Description
#        219083       72019     00003     Depth to water level, feet below land surface (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	219083_72019_00003	219083_72019_00003_cd
USGS	335612084312902	2014-02-11		
USGS	335612084312902	2014-02-12		
USGS	335612084312902	2014-02-13		
USGS	335612084312902	2014-02-14		
USGS	335612084312902	2014-02-15		
USGS	335612084312902	2014-02-16		
USGS	335612084312902	2014-02-17		
USGS	335612084312902	2014-02-18		
USGS	335612084312902	2014-02-19		
USGS	335612084312902	2014-02-20		
USGS	335612084312902	2014-02-21		
USGS	335612084312902	2014-02-22		
USGS	335612084312902	2014-02-23		
USGS	335612084312902	2014-02-24		
USGS	335612084312902	2014-02-25		
USGS	335612084312902	2014-02-26		
USGS	335612084312902	2014-02-27		
USGS	335612084312902	2014-02-28		
USGS	335612084312902	2014-03-01		
USGS	335612084312902	2014-03-02		
USGS	335612084312902	2014-03-03		
USGS	335612084312902	2014-03-04		
USGS	335612084312902	2014-03-05		
USGS	335612084312902	2014-03-06		
USGS	335612084312902	2014-03-07		
USGS	335612084312902	2014-03-08		
USGS	335612084312902	2014-03-09		
USGS	335612084312902	2014-03-10		
USGS	335612084312902	2014-03-11		
USGS	335612084312902	2014-03-12		
USGS	335612084312902	2014-03-13		
USGS	335612084312902	2014-03-14		
USGS	335612084312902	2014-03-15		
USGS	335612084312902	2014-03-16		
USGS	335612084312902	2014-03-17		
USGS	335612084312902	2014-03-18		
USGS	335612084312902	2014-03-19		
USGS	335612084312902	2014-03-20		
USGS	335612084312902	2014-03-21		
USGS	335612084312902	2014-03-22		
USGS	335612084312902	2014-03-23		
USGS	335612084312902	2014-03-24		
USGS	335612084312902	2014-03-25		
USGS	335612084312902	2014-03-26		
USGS	335612084312902	2014-03-27		
USGS	335612084312902	2014-03-28		
USGS	335612084312902	2014-03-29		
USGS	335612084312902	2014-03-30		
USGS	335612084312902	2014-03-31		
USGS	335612084312902	2014-04-01		
USGS	335612084312902	2014-04-02		
USGS	335612084312902	2014-04-03		
USGS	335612084312902	2014-04-04		
USGS	335612084312902	2014-04-05		
USGS	335612084312902	2014-04-06		
USGS	335612084312902	2014-04-07		
USGS	335612084312902	2014-04-08		
USGS	335612084312902	2014-04-09		
USGS	335612084312902	2014-04-10		
USGS	335612084312902	2014-04-11		
USGS	335612084312902	2014-04-12		
USGS	335612084312902	2014-04-13		
USGS	335612084312902	2014-04-14		
USGS	335612084312902	2014-04-15		
USGS	335612084312902	2014-04-16		
USGS	335612084312902	2014-04-17		
USGS	335612084312902	2014-04-18		
USGS	335612084312902	2014-04-19		
USGS	335612084312902	2014-04-20		
USGS	335612084312902	2014-04-21		
USGS	335612084312902	2014-04-22		
USGS	335612084312902	2014-04-23		
USGS	335612084312902	2014-04-24		
USGS	335612084312902	2014-04-25		
USGS	335612084312902	2014-04-26		
USGS	335612084312902	2014-04-27		
USGS	335612084312902	2014-04-28		
USGS	335612084312902	2014-04-29		
USGS	335612084312902	2014-04-30		
USGS	335612084312902	2014-05-01		
USGS	335612084312902	2014-05-02		
USGS	335612084312902	2014-05-03		
USGS	335612084312902	2014-05-04		
USGS	335612084312902	2014-05-05		
USGS	335612084312902	2014-05-06		
USGS	335612084312902	2014-05-07		
USGS	335612084312902	2014-05-08		
USGS	335612084312902	2014-05-09		
USGS	335612084312902	2014-05-10		
USGS	335612084312902	2014-05-11		
USGS	335612084312902	2014-05-12		
USGS	335612084312902	2014-05-13		
USGS	335612084312902	2014-05-14		
USGS	335612084312902	2014-05-15		
USGS	335612084312902	2014-05-16		
USGS	335612084312902	2014-05-17		
USGS	335612084312902	2014-05-18		
USGS	335612084312902	2014-05-19		
USGS	335612084312902	2014-05-20		
USGS	335612084312902	2014-05-21		
USGS	335612084312902	2014-05-22		
USGS	335612084312902	2014-05-23		
USGS	335612084312902	2014-05-24		
USGS	335612084312902	2014-05-25		
USGS	335612084312902	2014-05-26		
USGS	335612084312902	2014-05-27		
USGS	335612084312902	2014-05-28		
USGS	335612084312902	2014-05-29		
USGS	335612084312902	2014-05-30		
USGS	335612084312902	2014-05-31	21.61	A
USGS	335612084312902	2014-06-01	21.42	A
USGS	335612084312902	2014-06-02	21.41	A
USGS	335612084312902	2014-06-03	21.43	A
USGS	335612084312902	2014-06-04	21.49	A
USGS	335612084312902	2014-06-05	21.64	A
USGS	335612084312902	2014-06-06	21.69	A
USGS	335612084312902	2014-06-07	21.75	A
USGS	335612084312902	2014-06-08	21.73	A
USGS	335612084312902	2014-06-09	21.65	A
USGS	335612084312902	2014-06-10	21.64	A
USGS	335612084312902	2014-06-11	21.58	A
USGS	335612084312902	2014-06-12	21.56	A
USGS	335612084312902	2014-06-13	21.57	A
USGS	335612084312902	2014-06-14	21.61	A
USGS	335612084312902	2014-06-15	21.74	A
USGS	335612084312902	2014-06-16	21.66	A
USGS	335612084312902	2014-06-17	21.60	A
USGS	335612084312902	2014-06-18	21.59	A
USGS	335612084312902	2014-06-19	21.69	A
USGS	335612084312902	2014-06-20	21.79	A
USGS	335612084312902	2014-06-21	21.84	A
USGS	335612084312902	2014-06-22	21.71	A
USGS	335612084312902	2014-06-23	21.64	A
USGS	335612084312902	2014-06-24	21.48	A
USGS	335612084312902	2014-06-25	21.44	A
USGS	335612084312902	2014-06-26	21.47	A
USGS	335612084312902	2014-06-27	21.48	A
USGS	335612084312902	2014-06-28	21.55	A
USGS	335612084312902	2014-06-29	21.69	A
USGS	335612084312902	2014-06-30	21.79	A
USGS	335612084312902	2014-07-01	21.84	A
USGS	335612084312902	2014-07-02	21.91	A
USGS	335612084312902	2014-07-03	21.96	A
USGS	335612084312902	2014-07-04	21.99	A
USGS	335612084312902	2014-07-05	22.03	A
USGS	335612084312902	2014-07-06	22.05	A
USGS	335612084312902	2014-07-07	22.07	A
USGS	335612084312902	2014-07-08	22.09	A
USGS	335612084312902	2014-07-09	22.10	A
USGS	335612084312902	2014-07-10	22.13	A
USGS	335612084312902	2014-07-11	22.12	A
USGS	335612084312902	2014-07-12	21.85	A
USGS	335612084312902	2014-07-13	21.76	A
USGS	335612084312902	2014-07-14	21.74	A
USGS	335612084312902	2014-07-15	21.75	A
USGS	335612084312902	2014-07-16	21.86	A
USGS	335612084312902	2014-07-17	21.98	A
USGS	335612084312902	2014-07-18	22.05	A
USGS	335612084312902	2014-07-19	21.92	A
USGS	335612084312902	2014-07-20	21.71	A
USGS	335612084312902	2014-07-21	21.62	A
USGS	335612084312902	2014-07-22	21.61	A
USGS	335612084312902	2014-07-23	21.65	A
USGS	335612084312902	2014-07-24	21.61	A
USGS	335612084312902	2014-07-25	21.60	A
USGS	335612084312902	2014-07-26	21.64	A
USGS	335612084312902	2014-07-27	21.70	A
USGS	335612084312902	2014-07-28	21.84	A
USGS	335612084312902	2014-07-29	21.96	A
USGS	335612084312902	2014-07-30	22.04	A
USGS	335612084312902	2014-07-31	22.09	A
USGS	335612084312902	2014-08-01	21.97	A
USGS	335612084312902	2014-08-02	21.97	A
USGS	335612084312902	2014-08-03	22.07	A
USGS	335612084312902	2014-08-04	22.13	A
USGS	335612084312902	2014-08-05	22.17	A
USGS	335612084312902	2014-08-06	22.20	A
USGS	335612084312902	2014-08-07	22.24	A
USGS	335612084312902	2014-08-08	22.22	A
USGS	335612084312902	2014-08-09	22.01	A
USGS	335612084312902	2014-08-10	21.97	A
USGS	335612084312902	2014-08-11	22.07	A
USGS	335612084312902	2014-08-12	22.09	A
USGS	335612084312902	2014-08-13	22.14	A
USGS	335612084312902	2014-08-14	22.21	A
USGS	335612084312902	2014-08-15	22.26	A
USGS	335612084312902	2014-08-16	22.29	A
USGS	335612084312902	2014-08-17	22.30	A
USGS	335612084312902	2014-08-18	22.31	A
USGS	335612084312902	2014-08-19	22.33	A
USGS	335612084312902	2014-08-20	22.28	A
USGS	335612084312902	2014-08-21	22.12	A
USGS	335612084312902	2014-08-22	22.11	A
USGS	335612084312902	2014-08-23	22.22	A
USGS	335612084312902	2014-08-24	22.29	A
USGS	335612084312902	2014-08-25	22.33	A
USGS	335612084312902	2014-08-26	22.37	A
USGS	335612084312902	2014-08-27	22.39	A
USGS	335612084312902	2014-08-28	22.40	A
USGS	335612084312902	2014-08-29	22.41	A
USGS	335612084312902	2014-08-30	22.43	A
USGS	335612084312902	2014-08-31	22.40	A
USGS	335612084312902	2014-09-01	22.42	A
USGS	335612084312902	2014-09-02	22.42	A
USGS	335612084312902	2014-09-03	22.11	A
USGS	335612084312902	2014-09-04	21.85	A
USGS	335612084312902	2014-09-05	21.91	A
USGS	335612084312902	2014-09-06	21.92	A
USGS	335612084312902	2014-09-07	21.75	A
USGS	335612084312902	2014-09-08	21.46	A
USGS	335612084312902	2014-09-09	21.39	A
USGS	335612084312902	2014-09-10	21.42	A
USGS	335612084312902	2014-09-11	21.54	A
USGS	335612084312902	2014-09-12	21.68	A
USGS	335612084312902	2014-09-13	21.77	A
USGS	335612084312902	2014-09-14	21.83	A
USGS	335612084312902	2014-09-15	21.86	A
USGS	335612084312902	2014-09-16	21.88	A
USGS	335612084312902	2014-09-17	21.92	A
USGS	335612084312902	2014-09-18	21.95	A
USGS	335612084312902	2014-09-19	21.98	A
USGS	335612084312902	2014-09-20	22.00	A
USGS	335612084312902	2014-09-21	22.02	A
USGS	335612084312902	2014-09-22	22.04	A
USGS	335612084312902	2014-09-23	22.07	A
USGS	335612084312902	2014-09-24	22.09	A
USGS	335612084312902	2014-09-25	22.10	A
USGS	335612084312902	2014-09-26	22.11	A
USGS	335612084312902	2014-09-27	22.13	A
USGS	335612084312902	2014-09-28	22.13	A
USGS	335612084312902	2014-09-29	22.13	A
USGS	335612084312902	2014-09-30	22.14	A
USGS	335612084312902	2014-10-01	22.17	A
USGS	335612084312902	2014-10-02	22.19	A
USGS	335612084312902	2014-10-03	22.09	A
USGS	335612084312902	2014-10-04	21.88	A
USGS	335612084312902	2014-10-05	21.88	A
USGS	335612084312902	2014-10-06	22.02	A
USGS	335612084312902	2014-10-07	22.11	A
USGS	335612084312902	2014-10-08	22.18	A
USGS	335612084312902	2014-10-09	22.21	A
USGS	335612084312902	2014-10-10	22.23	A
USGS	335612084312902	2014-10-11	22.19	A
USGS	335612084312902	2014-10-12	22.04	A
USGS	335612084312902	2014-10-13	22.03	A
USGS	335612084312902	2014-10-14	21.82	A
USGS	335612084312902	2014-10-15	21.65	A
USGS	335612084312902	2014-10-16	21.68	A
USGS	335612084312902	2014-10-17	21.74	A
USGS	335612084312902	2014-10-18	21.90	A
USGS	335612084312902	2014-10-19	22.02	A
USGS	335612084312902	2014-10-20	22.09	A
USGS	335612084312902	2014-10-21	22.14	A
USGS	335612084312902	2014-10-22	22.18	A
USGS	335612084312902	2014-10-23	22.21	A
USGS	335612084312902	2014-10-24	22.23	A
USGS	335612084312902	2014-10-25	22.27	A
USGS	335612084312902	2014-10-26	22.29	A
USGS	335612084312902	2014-10-27	22.31	A
USGS	335612084312902	2014-10-28	22.33	A
USGS	335612084312902	2014-10-29	22.31	A
USGS	335612084312902	2014-10-30	22.30	A
USGS	335612084312902	2014-10-31	22.34	A
USGS	335612084312902	2014-11-01	22.31	A
USGS	335612084312902	2014-11-02	22.31	A
USGS	335612084312902	2014-11-03	22.32	A
USGS	335612084312902	2014-11-04	22.34	A
USGS	335612084312902	2014-11-05	22.34	A
USGS	335612084312902	2014-11-06	22.34	A
USGS	335612084312902	2014-11-07	22.33	A
USGS	335612084312902	2014-11-08	22.35	A
USGS	335612084312902	2014-11-09	22.37	A
USGS	335612084312902	2014-11-10	22.39	A
USGS	335612084312902	2014-11-11	22.40	A
USGS	335612084312902	2014-11-12	22.40	A
USGS	335612084312902	2014-11-13	22.40	A
USGS	335612084312902	2014-11-14	22.39	A
USGS	335612084312902	2014-11-15	22.40	A
USGS	335612084312902	2014-11-16	22.40	A
USGS	335612084312902	2014-11-17	21.96	A
USGS	335612084312902	2014-11-18	21.89	A
USGS	335612084312902	2014-11-19	21.92	A
USGS	335612084312902	2014-11-20	22.05	A
USGS	335612084312902	2014-11-21	22.22	A
USGS	335612084312902	2014-11-22	22.26	A
USGS	335612084312902	2014-11-23	22.09	A
USGS	335612084312902	2014-11-24	21.82	A
USGS	335612084312902	2014-11-25	21.83	A
USGS	335612084312902	2014-11-26	21.88	A
USGS	335612084312902	2014-11-27	22.00	A
USGS	335612084312902	2014-11-28	22.09	A
USGS	335612084312902	2014-11-29	22.15	A
USGS	335612084312902	2014-11-30	22.20	A
USGS	335612084312902	2014-12-01	22.23	A
USGS	335612084312902	2014-12-02	22.23	A
USGS	335612084312902	2014-12-03	22.24	A
USGS	335612084312902	2014-12-04	22.24	A
USGS	335612084312902	2014-12-05	22.23	A
USGS	335612084312902	2014-12-06	22.07	A
USGS	335612084312902	2014-12-07	21.92	A
USGS	335612084312902	2014-12-08	21.91	A
USGS	335612084312902	2014-12-09	22.00	A
USGS	335612084312902	2014-12-10	22.07	A
USGS	335612084312902	2014-12-11	22.11	A
USGS	335612084312902	2014-12-12	22.13	A
USGS	335612084312902	2014-12-13	22.14	A
USGS	335612084312902	2014-12-14	22.14	A
USGS	335612084312902	2014-12-15	22.13	A
USGS	335612084312902	2014-12-16	22.11	A
USGS	335612084312902	2014-12-17	22.12	A
USGS	335612084312902	2014-12-18	22.11	A
USGS	335612084312902	2014-12-19	22.12	A
USGS	335612084312902	2014-12-20	22.06	A
USGS	335612084312902	2014-12-21	22.06	A
USGS	335612084312902	2014-12-22	22.05	A
USGS	335612084312902	2014-12-23	21.76	A
USGS	335612084312902	2014-12-24	21.37	A
USGS	335612084312902	2014-12-25	21.38	A
USGS	335612084312902	2014-12-26	21.42	A
USGS	335612084312902	2014-12-27	21.51	A
USGS	335612084312902	2014-12-28	21.31	A
USGS	335612084312902	2014-12-29	21.25	A
USGS	335612084312902	2014-12-30	21.29	A
USGS	335612084312902	2014-12-31	21.32	A
USGS	335612084312902	2015-01-01	21.43	A
USGS	335612084312902	2015-01-02	21.80	A
USGS	335612084312902	2015-01-03	22.19	A
USGS	335612084312902	2015-01-04	21.74	A
USGS	335612084312902	2015-01-05	21.76	A
USGS	335612084312902	2015-01-06	21.84	A
USGS	335612084312902	2015-01-07	21.94	A
USGS	335612084312902	2015-01-08	22.07	A
USGS	335612084312902	2015-01-09	22.18	A
USGS	335612084312902	2015-01-10	22.26	A
USGS	335612084312902	2015-01-11	22.29	A
USGS	335612084312902	2015-01-12	22.29	A
USGS	335612084312902	2015-01-13	22.33	A
USGS	335612084312902	2015-01-14	22.31	A
USGS	335612084312902	2015-01-15	22.31	A
USGS	335612084312902	2015-01-16	22.34	A
USGS	335612084312902	2015-01-17	22.36	A
USGS	335612084312902	2015-01-18	22.38	A
USGS	335612084312902	2015-01-19	22.38	A
USGS	335612084312902	2015-01-20	22.40	A
USGS	335612084312902	2015-01-21	22.40	A
USGS	335612084312902	2015-01-22	22.40	A
USGS	335612084312902	2015-01-23	22.17	A
USGS	335612084312902	2015-01-24	21.96	A
USGS	335612084312902	2015-01-25	21.92	A
USGS	335612084312902	2015-01-26	21.89	A
USGS	335612084312902	2015-01-27	21.98	A
USGS	335612084312902	2015-01-28	22.09	A
USGS	335612084312902	2015-01-29	22.15	A
USGS	335612084312902	2015-01-30	22.19	A
USGS	335612084312902	2015-01-31	22.20	A
USGS	335612084312902	2015-02-01	22.19	A
USGS	335612084312902	2015-02-02	21.92	A
USGS	335612084312902	2015-02-03	21.88	A
USGS	335612084312902	2015-02-04	21.82	A
USGS	335612084312902	2015-02-05	21.91	A
USGS	335612084312902	2015-02-06	22.02	A
USGS	335612084312902	2015-02-07	22.09	A
USGS	335612084312902	2015-02-08	22.13	A
USGS	335612084312902	2015-02-09	22.06	A
USGS	335612084312902	2015-02-10	21.89	A
USGS	335612084312902	2015-02-11	21.87	A
USGS	335612084312902	2015-02-12	21.95	A
USGS	335612084312902	2015-02-13	22.05	A
USGS	335612084312902	2015-02-14	22.10	A
USGS	335612084312902	2015-02-15	22.14	A
USGS	335612084312902	2015-02-16	22.12	A
USGS	335612084312902	2015-02-17	21.84	A
USGS	335612084312902	2015-02-18	21.78	A
USGS	335612084312902	2015-02-19	21.77	A
USGS	335612084312902	2015-02-20	21.83	A
USGS	335612084312902	2015-02-21	21.94	A
USGS	335612084312902	2015-02-22	21.87	A
USGS	335612084312902	2015-02-23	21.75	A
USGS	335612084312902	2015-02-24	21.67	A
USGS	335612084312902	2015-02-25	21.64	A
USGS	335612084312902	2015-02-26	21.59	A
USGS	335612084312902	2015-02-27	21.61	A
USGS	335612084312902	2015-02-28	21.63	A
USGS	335612084312902	2015-03-01	21.67	A
USGS	335612084312902	2015-03-02	21.77	A
USGS	335612084312902	2015-03-03	21.81	A
USGS	335612084312902	2015-03-04	21.84	A
USGS	335612084312902	2015-03-05	21.84	A
USGS	335612084312902	2015-03-06	21.89	A
USGS	335612084312902	2015-03-07	21.96	A
USGS	335612084312902	2015-03-08	22.01	A
USGS	335612084312902	2015-03-09	22.03	A
USGS	335612084312902	2015-03-10	22.04	A
USGS	335612084312902	2015-03-11	22.05	A
USGS	335612084312902	2015-03-12	22.06	A
USGS	335612084312902	2015-03-13	22.04	A
USGS	335612084312902	2015-03-14	21.94	A
USGS	335612084312902	2015-03-15	21.96	A
USGS	335612084312902	2015-03-16	22.03	A
USGS	335612084312902	2015-03-17	22.06	A
USGS	335612084312902	2015-03-18	22.10	A
USGS	335612084312902	2015-03-19	22.02	A
USGS	335612084312902	2015-03-20	21.90	A
USGS	335612084312902	2015-03-21	21.98	A
USGS	335612084312902	2015-03-22	21.95	A
USGS	335612084312902	2015-03-23	21.76	A
USGS	335612084312902	2015-03-24	21.73	A
USGS	335612084312902	2015-03-25	21.74	A
USGS	335612084312902	2015-03-26	21.84	A
USGS	335612084312902	2015-03-27	21.86	A
USGS	335612084312902	2015-03-28	21.88	A
USGS	335612084312902	2015-03-29	21.98	A
USGS	335612084312902	2015-03-30	21.95	A
USGS	335612084312902	2015-03-31	21.88	A
USGS	335612084312902	2015-04-01	21.83	A
USGS	335612084312902	2015-04-02	21.86	A
USGS	335612084312902	2015-04-03	21.81	A
USGS	335612084312902	2015-04-04	21.74	A
USGS	335612084312902	2015-04-05	21.74	A
USGS	335612084312902	2015-04-06	21.77	A
USGS	335612084312902	2015-04-07	21.72	A
USGS	335612084312902	2015-04-08	21.72	A
USGS	335612084312902	2015-04-09	21.72	A
USGS	335612084312902	2015-04-10	21.70	A
USGS	335612084312902	2015-04-11	21.55	A
USGS	335612084312902	2015-04-12	21.58	A
USGS	335612084312902	2015-04-13	21.59	A
USGS	335612084312902	2015-04-14	21.46	A
USGS	335612084312902	2015-04-15	21.48	A
USGS	335612084312902	2015-04-16	21.48	A
USGS	335612084312902	2015-04-17	21.41	A
USGS	335612084312902	2015-04-18	21.37	A
USGS	335612084312902	2015-04-19	21.26	A
USGS	335612084312902	2015-04-20	21.24	A
USGS	335612084312902	2015-04-21	21.31	A
USGS	335612084312902	2015-04-22	21.36	A
USGS	335612084312902	2015-04-23	21.40	A
USGS	335612084312902	2015-04-24	21.44	A
USGS	335612084312902	2015-04-25	21.43	A
USGS	335612084312902	2015-04-26	21.40	A
USGS	335612084312902	2015-04-27	21.45	A
USGS	335612084312902	2015-04-28	21.46	A
USGS	335612084312902	2015-04-29	21.46	A
USGS	335612084312902	2015-04-30	21.51	A
USGS	335612084312902	2015-05-01	21.59	A
USGS	335612084312902	2015-05-02	21.67	A
USGS	335612084312902	2015-05-03	21.74	A
USGS	335612084312902	2015-05-04	21.79	A
USGS	335612084312902	2015-05-05	21.82	A
USGS	335612084312902	2015-05-06	21.83	A
USGS	335612084312902	2015-05-07	21.81	A
USGS	335612084312902	2015-05-08	21.84	A
USGS	335612084312902	2015-05-09	21.86	A
USGS	335612084312902	2015-05-10	21.88	A
USGS	335612084312902	2015-05-11	21.90	A
USGS	335612084312902	2015-05-12	21.92	A
USGS	335612084312902	2015-05-13	21.94	A
USGS	335612084312902	2015-05-14	21.95	A
USGS	335612084312902	2015-05-15	21.98	A
USGS	335612084312902	2015-05-16	22.00	A
USGS	335612084312902	2015-05-17	21.95	A
USGS	335612084312902	2015-05-18	21.70	A
USGS	335612084312902	2015-05-19	21.54	A
USGS	335612084312902	2015-05-20	21.56	A
USGS	335612084312902	2015-05-21	21.59	A
USGS	335612084312902	2015-05-22	21.64	A
USGS	335612084312902	2015-05-23	21.75	A
USGS	335612084312902	2015-05-24	21.84	A
USGS	335612084312902	2015-05-25	21.89	A
USGS	335612084312902	2015-05-26	21.64	A
USGS	335612084312902	2015-05-27	21.47	A
USGS	335612084312902	2015-05-28	21.46	A
USGS	335612084312902	2015-05-29	21.48	A
USGS	335612084312902	2015-05-30	21.57	A
USGS	335612084312902	2015-05-31	21.49	A
USGS	335612084312902	2015-06-01	21.24	A
USGS	335612084312902	2015-06-02	21.21	A
USGS	335612084312902	2015-06-03	21.27	A
USGS	335612084312902	2015-06-04	21.31	A
USGS	335612084312902	2015-06-05	21.36	A
USGS	335612084312902	2015-06-06	21.43	A
USGS	335612084312902	2015-06-07	21.53	A
USGS	335612084312902	2015-06-08	21.66	A
USGS	335612084312902	2015-06-09	21.74	A
USGS	335612084312902	2015-06-10	21.73	A
USGS	335612084312902	2015-06-11	21.79	A
USGS	335612084312902	2015-06-12	21.84	A
USGS	335612084312902	2015-06-13	21.83	A
USGS	335612084312902	2015-06-14	21.89	A
USGS	335612084312902	2015-06-15	21.93	A
USGS	335612084312902	2015-06-16	21.96	A
USGS	335612084312902	2015-06-17	21.99	A
USGS	335612084312902	2015-06-18	22.02	A
USGS	335612084312902	2015-06-19	22.04	A
USGS	335612084312902	2015-06-20	22.05	A
USGS	335612084312902	2015-06-21	22.05	A
USGS	335612084312902	2015-06-22	22.09	A
USGS	335612084312902	2015-06-23	22.11	A
USGS	335612084312902	2015-06-24	22.08	A
USGS	335612084312902	2015-06-25	21.86	A
USGS	335612084312902	2015-06-26		
USGS	335612084312902	2015-06-27		
USGS	335612084312902	2015-06-28		
USGS	335612084312902	2015-06-29		
USGS	335612084312902	2015-06-30		
USGS	335612084312902	2015-07-01		
USGS	335612084312902	2015-07-02		
USGS	335612084312902	2015-07-03		
USGS	335612084312902	2015-07-04		
USGS	335612084312902	2015-07-05		
USGS	335612084312902	2015-07-06		
USGS	335612084312902	2015-07-07		
USGS	335612084312902	2015-07-08		
USGS	335612084312902	2015-07-09		
USGS	335612084312902	2015-07-10		
USGS	335612084312902	2015-07-11		
USGS	335612084312902	2015-07-12		
USGS	335612084312902	2015-07-13		
USGS	335612084312902	2015-07-14		
USGS	335612084312902	2015-07-15		
USGS	335612084312902	2015-07-16		
USGS	335612084312902	2015-07-17		
USGS	335612084312902	2015-07-18		
USGS	335612084312902	2015-07-19		
USGS	335612084312902	2015-07-20		
USGS	335612084312902	2015-07-21		
USGS	335612084312902	2015-07-22		
USGS	335612084312902	2015-07-23		
USGS	335612084312902	2015-07-24		
USGS	335612084312902	2015-07-25		
USGS	335612084312902	2015-07-26		
USGS	335612084312902	2015-07-27		
USGS	335612084312902	2015-07-28		
USGS	335612084312902	2015-07-29		
USGS	335612084312902	2015-07-30		
USGS	335612084312902	2015-07-31		
USGS	335612084312902	2015-08-01	22.05	A
USGS	335612084312902	2015-08-02	22.05	A
USGS	335612084312902	2015-08-03	22.05	A
USGS	335612084312902	2015-08-04	22.03	A
USGS	335612084312902	2015-08-05	22.05	A
USGS	335612084312902	2015-08-06	21.95	A
USGS	335612084312902	2015-08-07	21.84	A
USGS	335612084312902	2015-08-08	21.70	A
USGS	335612084312902	2015-08-09	21.66	A
USGS	335612084312902	2015-08-10	21.67	A
USGS	335612084312902	2015-08-11	21.68	A
USGS	335612084312902	2015-08-12	21.78	A
USGS	335612084312902	2015-08-13	21.88	A
USGS	335612084312902	2015-08-14	21.79	A
USGS	335612084312902	2015-08-15	21.62	A
USGS	335612084312902	2015-08-16	21.53	A
USGS	335612084312902	2015-08-17	21.47	A
USGS	335612084312902	2015-08-18	21.46	A
USGS	335612084312902	2015-08-19	21.46	A
USGS	335612084312902	2015-08-20	21.48	A
USGS	335612084312902	2015-08-21	21.50	A
USGS	335612084312902	2015-08-22	21.55	A
USGS	335612084312902	2015-08-23	21.65	A
USGS	335612084312902	2015-08-24	21.60	A
USGS	335612084312902	2015-08-25	21.52	A
USGS	335612084312902	2015-08-26	21.50	A
USGS	335612084312902	2015-08-27	21.52	A
USGS	335612084312902	2015-08-28	21.59	A
USGS	335612084312902	2015-08-29	21.66	A
USGS	335612084312902	2015-08-30	21.72	A
USGS	335612084312902	2015-08-31	21.77	A
USGS	335612084312902	2015-09-01	21.80	A
USGS	335612084312902	2015-09-02	21.82	A
USGS	335612084312902	2015-09-03	21.79	A
USGS	335612084312902	2015-09-04	21.73	A
USGS	335612084312902	2015-09-05	21.79	A
USGS	335612084312902	2015-09-06	21.82	A
USGS	335612084312902	2015-09-07	21.68	A
USGS	335612084312902	2015-09-08	21.64	A
USGS	335612084312902	2015-09-09	21.67	A
USGS	335612084312902	2015-09-10	21.75	A
USGS	335612084312902	2015-09-11	21.81	A
USGS	335612084312902	2015-09-12	21.74	A
USGS	335612084312902	2015-09-13	21.94	A
USGS	335612084312902	2015-09-14	22.19	A
USGS	335612084312902	2015-09-15	22.28	A
USGS	335612084312902	2015-09-16	22.33	A
USGS	335612084312902	2015-09-17	22.36	A
USGS	335612084312902	2015-09-18	22.40	A
USGS	335612084312902	2015-09-19	22.42	A
USGS	335612084312902	2015-09-20	22.44	A
USGS	335612084312902	2015-09-21	22.46	A
USGS	335612084312902	2015-09-22	22.46	A
USGS	335612084312902	2015-09-23	22.47	A
USGS	335612084312902	2015-09-24	22.49	A
USGS	335612084312902	2015-09-25	22.16	A
USGS	335612084312902	2015-09-26	21.92	A
USGS	335612084312902	2015-09-27	21.82	A
USGS	335612084312902	2015-09-28	21.83	A
USGS	335612084312902	2015-09-29	21.81	A
USGS	335612084312902	2015-09-30	21.84	A
USGS	335612084312902	2015-10-01	21.90	A
USGS	335612084312902	2015-10-02	21.96	A
USGS	335612084312902	2015-10-03	21.83	A
USGS	335612084312902	2015-10-04	21.74	A
USGS	335612084312902	2015-10-05	21.78	A
USGS	335612084312902	2015-10-06	21.83	A
USGS	335612084312902	2015-10-07	21.90	A
USGS	335612084312902	2015-10-08	22.00	A
USGS	335612084312902	2015-10-09	22.12	A
USGS	335612084312902	2015-10-10	22.02	A
USGS	335612084312902	2015-10-11	21.94	A
USGS	335612084312902	2015-10-12	21.95	A
USGS	335612084312902	2015-10-13	21.96	A
USGS	335612084312902	2015-10-14	22.01	A
USGS	335612084312902	2015-10-15	22.13	A
USGS	335612084312902	2015-10-16	22.21	A
USGS	335612084312902	2015-10-17	22.26	A
USGS	335612084312902	2015-10-18	22.31	A
USGS	335612084312902	2015-10-19	22.33	A
USGS	335612084312902	2015-10-20	22.33	A
